,shortcode,caption,likes,comments,timestamp,owner_username,owner_id,video_view_count,is_video,location,caption_hashtags,caption_mentions
53,CYXJ4xLObQ8,"Fala, Dev Bixos, beleza? 👍

Nada melhor que começar o ano de 2022 dando as boas-vindas a vocês, que agora compõem a mais nova geração do 👩‍💻FEA.Dev👨‍💻! 

👉 Ao longo do processo seletivo, vocês foram cuidadosamente escolhidos, para fomentarem junto a nós os nossos valores e ideais. Por isso, obrigada por fazerem parte da nossa família!

Para esse ano, não vemos a hora de vê-los crescerem junto à entidade em suas próprias jornadas no mundo da programação como uma parte do nosso inteiro! Sejam muito bem vindos!!! 💛💛",102,12,2022-01-05 20:27:51,fea.dev,32518466002,,False,,[],[]
54,CXwlbx_uwep,"Fala Devs, beleza?

Se liguem nesse tutorial de como fazer gráficos com Python, a partir de qualquer planilha 🤩. Nesse post, ensinamos vocês a importar os dados da planilha, e fazer gráficos muito usados na estatística: gráfico de dispersão, histograma e boxplot! 😱 Curtiu? Deixa seu like e compartilha com seus amigos para eles ficarem sabendo dessas dicas também! 🥰

#python #feadev #usp #fea #programacao #dataanalytics",55,4,2021-12-21 20:58:11,fea.dev,32518466002,,False,,"['python', 'feadev', 'usp', 'fea', 'programacao', 'dataanalytics']",[]
55,CXmXotBr3IQ,"Fala devs, beleza? 🤩 Quer aprender a programar, mas não sabe por onde começar?! Se liga nessas indicações que o @fea.dev preparou 👉

1. Canal Fea.Dev 
Vídeos introdutórios sobre Python, Data Science, IA, Finanças Quantitativas e muito mais! Acesse o link na bio para conferir!

2. Canal Programação Dinâmica
Vídeos sobre ciência de dados com Python, Machine Learning e outros assuntos sobre tecnologia.

3. Curso em Vídeo
Estude Java, PHP e Python, além de encontrar também vídeos sobre Excel, HTML e outros tutoriais.

Se você tiver outras dicas, deixa aqui nos comentários!😊",73,8,2021-12-17 21:45:13,fea.dev,32518466002,,False,,[],['fea.dev']
56,CXhTlh_rwPl,"Fala, devs! Beleza?
Você gostaria de turbinar suas análises de dados usando o melhor que o R tem a oferecer? Então se liga nas dicas de bibliotecas que o FEA.dev preparou para você! 👉

E se você curtiu esse tipo de conteúdo, comente abaixo alguma sugestão de mais temas relacionados ao R que podemos trazer para vocês, tanto através das redes sociais, quanto do Youtube! 😊

*Uma biblioteca, ou pacote, é um arquivo de determinada linguagem que contém funções e módulos que podem ser utilizadas pelo usuário ao importá-las. Desse modo, não é necessário que o usuário de determinada linguagem tenha de criar diversas funções complexas por conta própria, otimizando os códigos.

.
.
.
.
.
#cienciadedados #Rstats #dplyr #tidyr  #usp #feadev",61,1,2021-12-15 22:33:37,fea.dev,32518466002,,False,,"['cienciadedados', 'rstats', 'dplyr', 'tidyr', 'usp', 'feadev']",[]
57,CXPG0tCjxYO,"Fala, devs! Beleza? 
Recentemente, um dos assuntos mais comentados é o IPO da Nubank. Mas será que você conhece a trajetória dessa empresa que hoje é tão importante? 🤔
Pensando nisso, o FEA.dev preparou um vídeo especial pra você que quer conhecer um pouco mais sobre a trajetória dessa startup de sucesso.

Para mais conteúdos acesse o link da nossa bio e fique ligado nos dev.news semanais aqui no Instagram! 🚀

#python #feadev #usp #fea #programacao",34,4,2021-12-08 20:56:50,fea.dev,32518466002,203.0,True,,"['python', 'feadev', 'usp', 'fea', 'programacao']",[]
58,CWwLQPrLV3P,"Fala, devs! Beleza?
Às vezes o tema padrão do Jupyter Notebook pode ser um pouco desagradável visualmente, né? 🤔 
Então, que tal usar o pacote Jupyterthemes para melhorar a aparência do seu ambiente de desenvolvimento? Se liga na dica que o FEA.dev preparou para ajudar você! 👉

.
.
.
.
.
.
#jupyternotebook #programacao #python #datascience #usp #feadev",77,9,2021-11-26 20:38:01,fea.dev,32518466002,,False,,"['jupyternotebook', 'programacao', 'python', 'datascience', 'usp', 'feadev']",[]
59,CWbiNPVDhtY,"Fala devs, beleza? 👍🏻
Continuando a nossa série FEA.dev Indica, hoje vamos te ensinar (em menos de um minuto!) a como baixar o Anaconda 🐍, uma plataforma que contém IDEs para facilitar o processo de programar em Python, R e outras linguagens! Curta o vídeo, compartilhe com seus amigos e bora codar! 👩🏻‍💻
.
.
PS: acesse nosso canal do YouTube para continuar evoluindo nos seus estudos de programação! 💛
.
.
.
.
.
.
#python #anaconda #tutorial #feadev #usp #programacao",90,10,2021-11-18 20:49:10,fea.dev,32518466002,1078.0,True,,"['python', 'anaconda', 'tutorial', 'feadev', 'usp', 'programacao']",[]
60,CWWa15Erosm,"Fala, devs! Beleza?
Você gostaria de turbinar suas análises de dados usando o melhor que o Python tem a oferecer? Então se liga nas dicas de pacotes* para visualização de dados que o FEA.dev preparou para você! 👉

E para dar seus primeiros passos usando esses pacotes, acesse o link na bio para acessar os vídeos disponíveis no nosso canal do YouTube! Lá você encontrará tutoriais para visualização de dados feitos pelo FEA.dev especialmente para você, feane! 😊

*Um pacote é um arquivo de determinada linguagem que contém funções e módulos que podem ser utilizadas pelo usuário ao importá-las. Desse modo, não é necessário que o usuário de determinada linguagem tenha de criar diversas funções complexas por conta própria, otimizando os códigos.

.
.
.
.
.
#cienciadedados #visualizacaodedados #matplotlib #seaborn #usp #feadev",74,4,2021-11-16 20:33:59,fea.dev,32518466002,,False,,"['cienciadedados', 'visualizacaodedados', 'matplotlib', 'seaborn', 'usp', 'feadev']",[]
61,CWMHO0rra7m,"The R Graph Gallery é um site focado na visualização de dados em R, com mais de 400 gráficos classificados e detalhados para o usuário. Além dos gráficos tradicionais, a galeria também conta com interações, gráficos 3D, mapas e uma seção repleta de arte para aqueles que foram além da análise quantitativa.
E aí, curtiu? Acesse www.r-graph-gallery.com e aproveite!

> Para mais conteúdos relacionados a R, confira o nosso último artigo ""Paradoxo de Simpson: uma abordagem em R"", o link para acessá-lo está na nossa bio!
.
.
.
.
.
#rtats #programacao #datascience #feadev #usp",71,6,2021-11-12 20:30:13,fea.dev,32518466002,,False,,"['rtats', 'programacao', 'datascience', 'feadev', 'usp']",[]
62,CV3ht-EPtvj,"[ARTIGO ""Paradoxo de Simpson: uma abordagem em R"" - Link na bio! 📰]

Fala, devs! Beleza? Você já inferiu algo sobre uma população a partir de uma amostra de dados quando, na verdade, a conclusão era outra? Se sim, você provavelmente caiu em uma ""armadilha estatística"".

É muito importante saber identificá-las para não comprometer suas análises, por isso, no nosso mais novo artigo, escrito por Douglas Cardoso, apresentamos uma dessas armadilhas: o Paradoxo de Simpson. 

Quer entender esse paradoxo e saber como lidar com isso em suas análises? Então acesse o texto na íntegra através do link da nossa bio! Boa leitura! ☺️

#feausp #R #programacao #estatística",42,9,2021-11-04 20:37:37,fea.dev,32518466002,,False,,"['feausp', 'r', 'programacao', 'estatística']",[]
63,CVyZswULl1I,"Fala devs, beleza? Se você já precisou trabalhar com dados, calcular o coeficiente de pearson e fazer uma regressão linear, se liga nas dicas especiais que o FEA.dev preparou! 👉

É importante deixar claro, também, que há algumas maneiras diferentes, às vezes mais criativas, de fazer isso no Python e em outras linguagens, mas essas são maneiras simples, principalmente para pessoas que estão iniciando suas trajetórias com a programação!

Caso você queira aprender mais sobre o básico do Python e os principais pacotes para turbinar suas análises, dê uma olhadinha no nosso canal do Youtube e nos nossos últimos artigos no Medium! (acesse o link na bio!) 😉

#python #feadev #usp #fea #programacao #dataanalytics",99,6,2021-11-02 20:51:20,fea.dev,32518466002,,False,,"['python', 'feadev', 'usp', 'fea', 'programacao', 'dataanalytics']",[]
64,CVlh3CLLsfn,"[ARTIGO ""Séries Temporais usando o Pandas"" - Link na bio! 📰]

Fala, devs! Beleza? Você muito provavelmente já sofreu ao ter que analisar séries históricas de ativos. Seja ao extrair os dados, ou então ao manipulá-los e  estabelecer juízos qualitativos. 

Mas, na verdade, com as ferramentas corretas, pode ser muito fácil desenvolver essas tarefas! 

Por isso, o FEA.dev inaugura através do nosso mais novo artigo, escrito por Eduardo Salis e João Evangelista, uma pequena série de ferramentas para analisar séries temporais! 

Quer aprender com a gente a como fazer isso? Então acesse o texto na íntegra através do link na nossa bio! Boa leitura! ☺️

#feadev #usp #python #timeseries #programacao #datascience #dataanalysis",57,4,2021-10-28 20:52:31,fea.dev,32518466002,,False,,"['feadev', 'usp', 'python', 'timeseries', 'programacao', 'datascience', 'dataanalysis']",[]
65,CVQ_9qELE6R,"Fala, devs! Beleza?
Para fechar com chave de ouro o cronograma da semana Her.Dev, trazemos para vocês as participantes do terceiro dia do nosso evento, organizado em parceria com o @cavcfeausp ! Dessa vez, vamos contar com 2 profissionais da XP Investimentos para falar sobre suas carreiras no mercado tech e, por fim, teremos uma palestra dedicada ao Outubro Rosa sobre atenção primária à saúde feminina! 💗
Confira os horários das palestras! 👇

🗓  27/10

🕕 17h: Palestra sobre a jornada feminina no mercado da tecnologia em uma grande instituição financeira, com Carina Sucupira – engenheira de dados na XP Investimentos, com MBA em Administração de Investimentos Financeiros e Private Banking pela Ibmec e em Engenharia de Dados pela FIAP –, e Gabriela Aires – profissional que atua na área de ESG na frente de Diversidade na XP Inc, faz parte da Liga dos XTAGS e é graduanda em Direito pela Universidade Mackenzie-SP.

🕔 18h30: Bate-papo sobre Atenção Primária à Saúde Feminina, com Isabel Sorpreso – Professora especialista em obstetrícia e ginecologia e Pesquisadora na área de Saúde Feminina na Faculdade de Medicina da USP. Mediação em conjunto com o @cavcfeausp.

👉 Mas não paramos por aqui! Continuaremos liberando mais detalhes do Her.Dev ao longo dessa semana, então não deixem de checar os nossos stories, os destaques e se inscreverem no mailing do evento (link na bio). Nos vemos lá! 💛

.
.
.
.
.
#usp #feadev #cavc #herdev #outubrorosa #xpinvestimentos #programacao",62,12,2021-10-20 21:31:31,fea.dev,32518466002,,False,,"['usp', 'feadev', 'cavc', 'herdev', 'outubrorosa', 'xpinvestimentos', 'programacao']","['cavcfeausp', 'cavcfeausp']"
66,CVOR2k3LRq_,"Cronograma Semana HER.dev – dias 25 e 26

Chegou a hora de anunciar as queridas palestrantes do primeiro e segundo dia da Semana Her.Dev, evento organizado em parceria com o @cavcfeausp! Estamos muito felizes em recebê-las e esperamos contribuir para o debate sobre o gap de gênero nas diferentes áreas do mercado e da academia!
Confira nosso cronograma completo em primeira mão! 👇

🗓  25/10

🕕 18h: A jornada feminina dentro do mercado financeiro e a importância da programação, por Monique Sampaio @moniqsampaio – COO e Managing Partner na Lakewood Investments.

🗓  26/10

🕔 17h: Saúde Mental Feminina, por Giulia Priore @psi.giupriore, psicóloga e pós-graduanda em saúde mental pela Santa Casa. Oferecimento e mediação: @cavcfeausp .

🕕 18h15: Roda de conversa sobre a perspectiva feminina dentro da academia e a importância da programação enquanto meio de transformação, com Daielly Mantovani, professora da FEAUSP. 

👉 Não deixe de acompanhar os detalhes do evento, que continuaremos divulgando ao longo dessa semana, checar os nossos destaques e se inscrever no mailing do evento (link na bio). Nos vemos lá! 💛

.
.
.
.
.
#usp #feadev #cavc #programacao #herdev",89,22,2021-10-19 20:10:07,fea.dev,32518466002,,False,,"['usp', 'feadev', 'cavc', 'programacao', 'herdev']","['cavcfeausp', 'moniqsampaio', 'psi.giupriore', 'cavcfeausp']"
67,CVBc6d_rXEb,"Programação, inovação, saúde e sociedade. Tudo isso no contexto feminino.🌹

👉🏻 Essas são as palavras chaves da primeira semana Her.dev, um conjunto de palestras que acontecerão nos dias 🗓 25, 26 e 27 de outubro pelo Zoom, em parceria com o @cavcfeausp .

👉🏻 Nesse evento, você terá a oportunidade de conhecer e interagir com professoras e profissionais do mercado financeiro que irão discutir sobre a importância da programação em suas trajetórias, bem como das dificuldades e das perspectivas do mercado no que tange à disparidade de gênero. Desse modo, será possível compreender que 🌹""Her"" e 👩🏻‍💻""Dev"" estão muito mais conectados do que se imagina.

👉🏻 Não deixe de acompanhar os detalhes do evento, que lançaremos ao longo da semana, checar os nossos destaques e se inscrever no mailing do evento (link na bio). Nos vemos lá! 💛

.
.
.
.
.
#usp #feadev #herdev #programacao #outubrorosa",77,13,2021-10-14 20:36:38,fea.dev,32518466002,,False,,"['usp', 'feadev', 'herdev', 'programacao', 'outubrorosa']",['cavcfeausp']
68,CUqYpkCLoZg,"Fala devs, beleza? Se você já precisou calcular algumas medidas estatísticas descritivas básicas e queria encontrar um jeito fácil e rápido de fazer isso, se liga nas dicas especiais que o FEA.dev preparou! 👉

É importante deixar claro, também, que há várias maneiras diferentes de calcular essas estatísticas no Python e em outras linguagens, mas essas são algumas das mais fáceis para pessoas que estão iniciando suas trajetórias com a programação!

Caso você queira aprender mais sobre o básico do Python e os principais pacotes para turbinar suas análises, dê uma olhadinha no nosso canal do Youtube e nos nossos últimos artigos no Medium! (acesse o link na bio!) 😉

#python #feadev #usp #fea #programacao",97,8,2021-10-05 21:36:51,fea.dev,32518466002,,False,,"['python', 'feadev', 'usp', 'fea', 'programacao']",[]
69,CUazopxLCGb,"[ARTIGO Breve Análise de Núcleos de Inflação Utilizando Python - Link na bio! 📰]

Fala, devs! Beleza? Com certeza vocês perceberam que houve uma alta nos preços de itens básicos consumo durante os últimos meses, né? 🤔

Isso está relacionado à inflação e à participação de cada item na cesta de consumo. Assim, saber o que são os núcleos de inflação e como eles são calculados nos possibilita entender mais sobre esse processo de elevação dos preços! 📈

Por isso, o FEA.dev traz no nosso mais novo artigo, escrito por Emilly Meneses, Lucas Oliveira, Kevyn Marcelino e Thais Cordeiro, uma breve análise dos núcleos inflacionários nos últimos 11 anos utilizando o Python! 

Quer saber mais sobre os núcleos de inflação são calculados e o processo de elevação generalizada de preços impacta nossa economia? Então *acesse o texto na íntegra através do link na nossa bio*! Boa leitura! ☺️",56,7,2021-09-29 20:24:48,fea.dev,32518466002,,False,,[],[]
70,CUTOmizr0qc,"[PARCERIA FEA.dev / Motim]

🗓️ Cronograma de capacitações:
27/09 - Excel
29/09 - VBA
04/09 - Power BI
06/09 - Processos Seletivos de Estágio

⏱️ Corra que as inscrições se encerram amanhã (27/09) às 19h!

Fala, devs! beleza? É com muita satisfação que o FEA.dev vem anunciar que é o mais novo parceiro da Motim (@motimquebreogiz)! 🥳

Você já ficou na dúvida se estaria preparado para fazer um estágio e entrar no mercado de trabalho de forma plena e confiante? 🤔

Durante nossa vida universitária, além de estudar para o nosso próprio curso, é necessário expandir os conhecimentos e manter-se atualizado nos meios que podem facilitar, otimizar e agregar ao futuro dia a dia de trabalho. Em razão disso, a @motimquebreogiz busca capacitar universitários em Excel, VBA e Power BI, além de abordar outros temas super importantes de processos seletivos, estágio e carreira!

Se você se interessou pelo assunto, dê um check no instagram deles para se destacar nas ferramentas e nos  processos seletivos, assim, tornando-se mais preparado e confiante em seus caminhos e experiências profissionais.

Caso queira participar é só entrar no link motim.me/inscricao e por que foi convidado por nós do FEA.dev! Mas atenção que as inscrições se encerram amanhã às 13h, então corra para conseguir sua vaga! 🤩🚀

#motimcapacitação #Excel #VBA #PowerBI #ProcessoSeletivo #feadev #usp",47,1,2021-09-26 21:46:31,fea.dev,32518466002,,False,,"['motimcapacitação', 'excel', 'vba', 'powerbi', 'processoseletivo', 'feadev', 'usp']","['motimquebreogiz', 'motimquebreogiz']"
71,CUOJnBnrXVi,"Gestão FEA.dev 2021.2 🏛️

O FEA.dev surgiu no início de 2019 com o objetivo de conectar os estudantes da nossa universidade com o universo da programação. Nesses pouco mais de 2 anos de existência, promovemos diversos workshops, cursos e eventos, tudo isso para impactar as trajetórias acadêmicas e profissionais dos nossos queridos feanos!

A nova gestão carregará esse legado, buscando dar continuidade à constante inovação que guia o FEA.dev através de suas diferentes formas de atuação. Agradecemos, também, a todos aqueles que nos apoiaram durante esse tempo e que continuam assistindo nossos vídeos, comparecendo às aulas dos nossos cursos e compartilhando a paixão por programar e democratizar o conhecimento! 💛",92,5,2021-09-24 22:26:41,fea.dev,32518466002,,False,,[],[]
72,CUI6ZYwA9LC,"Fala devs, beleza? 
Como primeiro post da nossa série do FEA.dev indica, vamos ensinar vocês (em menos de um minuto!) a como baixar o Python! Assim, você não terá mais desculpas para não iniciar sua jornada na programação. 😉
Curta o vídeo, compartilhe com seus amigos e bora programar! 😎🚀
.
.
PS: acesse nosso canal do YouTube para continuar evoluindo nos seus estudos de programação! 
.
.
.
.
.
.
#python #tutorial #feadev #usp #programacao",91,10,2021-09-22 21:48:40,fea.dev,32518466002,1850.0,True,,"['python', 'tutorial', 'feadev', 'usp', 'programacao']",[]
73,CTnddQSLB-c,"Setembro Amarelo 🗓️💛- Mês da Prevenção ao Suicídio
 
Vivemos um período delicado: ansiedade, depressão e a instabilidade do momento às vezes parecem quase impossíveis de suportar quando se somam com rotinas de agendas lotadas e problemas pessoais.
Por isso, nós, do FEA.Dev, queremos enfatizar uma importante mensagem: você não está sozinho! Existem canais de serviços especializados que, somados à ajuda de amigos e familiares, podem te ajudar nesses momentos.

Abaixo, deixamos os contatos de alguns deles:
- CVV (Centro de Valorização da Vida): 188
- Acolhe USP: acolheusp@usp.br ou (11) 3091-8345
- Escritório de Saúde Mental da Pró-Reitoria de Graduação da USP: escritoriodesaudemental@usp.br

O código utilizado no vídeo (e presente na terceira imagem), pode ser acessado no nosso GItHub através do link na bio!",100,6,2021-09-09 21:49:44,fea.dev,32518466002,,False,,[],[]
74,CTX29PfL8pe,"Fala, devs! Beleza? 
Você gostaria de turbinar suas análises de dados usando o melhor que o Python tem a oferecer? Então se liga nas dicas de bibliotecas que o FEA.dev preparou para você! 👉

E para dar seus primeiros passos usando esses pacotes, acesse o link na bio para acessar os vídeos disponíveis no nosso canal do YouTube! Lá você encontrará tutoriais de Pandas e Numpy feitos pelo FEA.dev especialmente para você, feano! 😊

.
.
.
.
.
#cienciadedados #pandas #numpy #usp #feadev",82,4,2021-09-03 20:24:43,fea.dev,32518466002,,False,,"['cienciadedados', 'pandas', 'numpy', 'usp', 'feadev']",[]
75,CTDULBwLIyk,"Fala, devs! Beleza? O FEA.dev preparou uma dica de programação pra vocês, se liga! 👇😎
Se você já se deparou com uma situação em que foi necessário analisar séries históricas dos preços de uma (ou várias) ações, você muito provavelmente teve que lidar com bases de dados gigantes e pouco otimizadas.
Através do Python, é possível usar a biblioteca yfinance para importar dados nacionais e internacionais diretamente da base do Yahoo! Finance de forma fácil e rápida. 📊
Com somente 4 linhas de código, você consegue acompanhar os preços de fechamento do seu papel escolhido pela quantidade de tempo que você quiser! Muito massa, né?

E, caso você queria aprender mais sobre como usar python no mundo das finanças, no canal da FEA.dev no youtube tem uma playlist incrível que com certeza vai te ajudar, é só acessar o link na bio 😊
.
.
.
.
.
.
#finanças #finquant #python #usp #fea.dev",113,8,2021-08-26 20:55:57,fea.dev,32518466002,,False,,"['finanças', 'finquant', 'python', 'usp', 'fea.dev']",[]
76,CSxRjZOr4WF,"Fala, devs! Beleza?
Você já deve ter ouvido falar em Machine Learning, né?  Mas sabe o que isso significa de verdade? 🤔
Se ainda não, segue o nosso post pra ficar ligado! 👇

Machine Learning – ou aprendizado de máquina – é um recurso de Inteligência Artificial (IA) que permite que um sistema aprenda e melhore a realização de alguma tarefa mesmo sem ter sido explicitamente programado! 👨‍💻

O processo de aprendizagem é realizado de três formas principais: Supervisionada, Não Supervisionada e de Reforço.

1) O ""aprendizado supervisionado"" se inicia com a interferência direta de um humano, que fornece um banco de dados que mostrará à máquina como reconhecer certos padrões. Portanto, basicamente, ela tentará prever uma variável dependente a partir de variáveis independentes. Vale ressaltar que, como a máquina aprende a partir de um conjunto de dados pré-determinados, no final, ela pode acabar sendo induzida por um viés humano. 

2) Já o ""aprendizado não supervisionado"" é caracterizado pelo fato de a máquina analisar dados e tentar identificar, sozinha, os padrões. Esse processo é demorado, pois a máquina lida com informações nunca utilizadas. 

3) Por último, no ""aprendizado por reforço"" a máquina tenta aprender qual a melhor ação a ser tomada, se baseando em sua experiência de tentativa e erro.

Curtiu o conteúdo? Então segue a gente nas redes sociais e não se esqueça de dar uma passadinha no nosso canal do Youtube, lá temos um workshop de KNN esperando por vocês! 
Agradecemos sua atenção e até a próxima!! 😎🚀
.
.
.
.
.
#programação #inteligenciaartificial #machinelearning #usp #feadev",72,4,2021-08-19 20:46:44,fea.dev,32518466002,,False,,"['programação', 'inteligenciaartificial', 'machinelearning', 'usp', 'feadev']",[]
77,CRST3NsLCVb,"Edgard Lopes:

""Há 10 meses atrás, quando ingressei no FEA.dev meu objetivo era aprender e aplicar programação. E hoje, vejo que esta entidade foi uma experiência de vida em meses. A programação em si é uma professora, ela te ensina em um código a ser lógico, organizado e metódico. E o FEA.dev te ensina a passar essas soft skills para outras tarefas da vida. Além disso, melhorou minha comunicação, empatia e meu senso de dono. 
Ademais, essa maravilhosa trilha me ajuda na vida acadêmica, possibilitando otimizar minhas tarefas; no estágio, ajudando em meus relacionamentos profissionais, juntamente com a programação sendo o meu diferencial; na minha vida, auxiliando a decidir meus objetivos e dar motivação para aprender para ensinar e ensinar para aprender.""

.
.
.
.

Olá Devs! Estamos trazendo para vocês mais um post da nossa campanha do Programe. Desta vez, trouxemos um breve relato de nosso querido Eddy, diretor de RH do FEA.dev.
Se assim como o Eddy você sente que o FEA.dev te ajudou de alguma forma, ou que o nosso conteúdo já te proporcionou alguma vantagem na universidade ou no trabalho, não hesite em entrar em contato conosco e tenha seu depoimento publicado!",85,6,2021-07-13 23:39:04,fea.dev,32518466002,,False,,[],[]
78,CQ9QFUTr2vb,"Fala devs, beleza? 

Estamos iniciando o período de inscrições para o nosso mais novo curso de Python feito para COMUNIDADE FEANA. O melhor de tudo é que ele é totalmente GRATUITO!

Se você sempre quis aprender Python para utilizar nas suas atividades acadêmicas e profissionais, mas não sabia por onde começar, então essa é sua oportunidade!

Para mais informações, acessem nosso link na bio. Lá você encontrará tanto o nosso Edital do Curso quanto o Forms de Inscrição.

Estamos ansiosos para programar com vocês! 💛",171,7,2021-07-05 19:21:59,fea.dev,32518466002,,False,,[],[]
79,CQwkK_qDT_3,"No dia 23/06, Evelyn Mendes, mulher transexual e profissional da área de TI desde 2002, nos trouxe discussões referentes tanto ao seu trabalho, quanto à sua experiência como parte da comunidade LGBT. Na entrevista, Evelyn conta sobre toda sua trajetória, desde seu interesse pela tecnologia que despertou sua vontade por programar, até seu aprendizado, as diferenças entre o presente e o passado na programação e sua vida no mercado de trabalho. Ademais, Evelyn discute sobre intolerância e preconceito. Hoje, dia 30/06, ao final do mês LGBT, trazemos a entrevista para lembrar que todo dia é dia de celebrar as diversidades e não apenas isso: todo dia é dia de ouvir, compartilhar e aprender com novas ideias!

** Para conferir a entrevista completa, basta acessar nosso canal do Youtube no link da Bio **",35,5,2021-06-30 21:09:36,fea.dev,32518466002,293.0,True,,[],[]
80,CQek2BSBjpS,"Alice Dias:

""Com algum sacrifício, comecei a aprender inglês com 8 anos porque meus pais acreditavam que dominar outras línguas era a coisa mais significativa que um estudante poderia fazer. De alguma forma, reconheciam a importância de criar essa base para mudar as perspectivas durante a formação. Eles estavam certos, realmente é esclarecedor, mas não apenas se aplica as linguagens humanas.
A programação hoje em dia é tão fundamental quanto a própria comunicação verbal. Independentemente da área que você escolhe seguir, de algum modo vai encontrar necessidade de dominar a lógica. É impossível construir qualquer conhecimento atualmente sem os dados da máquina, seja por sua eficiência ou praticidade.
Quando percebi isso, busquei me aproximar desse universo, que realmente é desafiador, especialmente para minorias. O número de mulheres na programação ainda está longe do ideal, mas sinto que preciso começar de algum lugar. Eu sei que minha influência é pequena, mas através do FEA.dev ela passou a existir. A programação mudou a minha vida porque hoje, além de obter novos conhecimentos que me posicionam muito bem no mercado, represento algo para as mulheres dentro da FEA, e sou muito grata por isso.""

.
.
.
.

Olá Devs! Estamos trazendo para vocês mais um post da nossa campanha do Programe. Desta vez, trouxemos um breve relato de nossa querida Alice, co-diretora do grupo de estudos de VBA.
Se assim como a Alice você sente que o FEA.dev te ajudou de alguma forma, ou que o nosso conteúdo já te proporcionou alguma vantagem na universidade ou no trabalho, não hesite em entrar em contato conosco e tenha seu depoimento publicado!",107,10,2021-06-23 21:26:56,fea.dev,32518466002,,False,,[],[]
81,CQPGCDxDdlC,"O sucesso e a importância de Turing como matemático é notável. O seu papel de Decifrador de Códigos, na Segunda Guerra Mundial, fez com que as estratégias do Eixo fossem desmascaradas e os Aliados tivessem grande vantagem. 
No entanto, na época, seu país não reconheceu seu mérito pelo fato de ele ser homossexual. Até 1967, a homossexualidade era crime na Inglaterra e Turing foi condenado: sua pena foi castração química. 
A história de Turing mostra como a homofobia pode acabar com grandes pessoas, com um imenso potencial, simplesmente por sua preferência sexual. Sua história deve ser lembrada, para que ninguém mais sofra como Turing sofreu, e como inúmeras outras pessoas sofreram e ainda sofrem. A luta pela causa LGBTQIA+ continua, o mundo ainda não é como gostaríamos. Fazemos essa publicação em homenagem a Alan Turing, a suas imensas contribuições para a ciência, e ao mês do orgulho LGBTQIA+",93,1,2021-06-17 21:09:06,fea.dev,32518466002,,False,,[],[]
82,CQGwk8nB6Gj,"--- SEJAM BEM VINDOS! ---
É com muito prazer que apresentamos os novos membros do FEA.DEV! Foram centenas de inscritos e um mês repleto de entrevistas, correções de case e discussões internas para que pudéssemos chegar  à lista dos aprovados em nosso Processo Seletivo ⭐.

Parabéns aos membros! Contamos com vocês para contribuir com uma base de programação cada vez mais presente na FEA.
Aos não selecionados, não desanimem! A programação oferece diversos outros caminhos e ferramentas para o aprendizado. 
Novidades em breve! 🐍",110,11,2021-06-14 15:27:42,fea.dev,32518466002,,False,,[],[]
83,CP6YAdCgw5r,"Finalizando a nossa sequência de vídeos ""Desigualdade de gênero na área da tecnologia sob três pontos de vista"", Monique Sampaio, COO & Managing Partner na Lakewood Investment Management, conta um pouco sobre o seu primeiro contato com a programação, a importância que esse tipo de conhecimento teve para a construção da sua carreira e sobre a situação de desigualdade de gênero que ocorre, não só, na área do mercado financeiro, mas, também, na área da programação.

Esse é o vídeo 3/3, confira também no nosso IGTV nossos dois vídeos anteriores com o relato da professora universitária, Daielly Mantovani, e da aluna da FEAUSP Isabela Donadelli.

Créditos de edição e produção dessa trilogia: Laís Vallina
@laisvallina_gina",36,2,2021-06-09 20:08:57,fea.dev,32518466002,369.0,True,,[],['laisvallina_gina']
84,COloW3gBrOV,"Você sabe o que é Open Banking? Já parou para pensar nos benefícios que podem ser gerados para os clientes e instituições financeiras quando seus dados são compartilhados através de extensas bases de dados? 
Pois é, essa nova modalidade vem  impactando o sistema financeiro de diversos países de forma muito positiva. Ao agregar tecnologia e eficiência ao setor financeiro, o Open Banking é capaz de gerar mais autonomia e independência para todos os usuários!

Quer saber mais sobre como essa tendência funciona e o que significa em um mundo onde as transações são cada vez mais digitais e descentralizadas? Use o link da bio para acessar o nosso artigo! 💛🚀
.
.
.
.
.
#openbanking #finance #technology
#feadev #usp",63,0,2021-05-07 22:09:32,fea.dev,32518466002,,False,,"['openbanking', 'finance', 'technology', 'feadev', 'usp']",[]
85,COLwyCXBCT-,"AGORA O FEADEV TEM UM CANAL NO TELEGRAM!!! 🤩🤩🤩

Se você está interessado em receber notícias em primeira mão sobre nossos workshops, aulões e artigos, estar alinhado com as principais notícias do universo da programação e dos negócios e, além disso, ter a oportunidade de estar em contato com a gente e com universitários com interesses em comum, então não perca essa oportunidade e entre no nosso chat! Confira o link da bio! 💛🚀",33,0,2021-04-27 21:02:54,fea.dev,32518466002,,False,,[],[]
