,video_id,title,description,playlistId,viewCount,likeCount,commentCount,duration,playlistName,time,weekday,date
13,09yuQzu7o7k,Introdução a Pandas - Python,"Fala devs! Nesse vídeo vamos introduzi-los as funcionalidades básicas da biblioteca Pandas do Python.

Pandas: https://pandas.pydata.org/
-------------------------------
REDES SOCIAIS
--------------------------------

Instagram: https://www.instagram.com/fea.dev/

Facebook: https://www.facebook.com/fea.dev/",PLiJqHBsOKi2dW04KtHrGlyT8rvlC6TxMs,869,54,9, 00:14:57,Pré Requisito - KNN, 18:01:27,Sunday,08/05/2020
14,R9wsYGhKXTE,Limpando Dados através do Python,"Fala devs! Nesse vídeo vamos ensinar o básico sobre como limpar os dados usando o Python.

Links:
Dicas de Data Cleaning: https://medium.com/data-hackers/dicas-de-data-cleaning-44d050e712bc
Documentação Pandas: https://devdocs.io/pandas~0.25/
Código da Extração de Dados do COVID-19: https://github.com/joaovae/web-scraping/blob/master/data_covid.py
-------------------------------
REDES SOCIAIS
--------------------------------

Instagram: https://www.instagram.com/fea.dev/

Facebook: https://www.facebook.com/fea.dev/",PLiJqHBsOKi2dW04KtHrGlyT8rvlC6TxMs,1177,57,2, 00:12:57,Pré Requisito - KNN, 17:08:55,Sunday,07/06/2020
15,y0AEZdbYWEM,Python: Introdução à Biblioteca Seaborn,"Fala devs! Nesse vídeo vamos introduzi-los ao básico da biblioteca de gráficos, Seaborn, do Python.

Seaborn: https://seaborn.pydata.org/

-------------------------------
REDES SOCIAIS
--------------------------------

Instagram: https://www.instagram.com/fea.dev/

Facebook: https://www.facebook.com/fea.dev/",PLiJqHBsOKi2dW04KtHrGlyT8rvlC6TxMs,391,35,0, 00:12:01,Pré Requisito - KNN, 16:45:03,Sunday,07/06/2020
16,QSIvml4N59k,Introdução a Finanças e Python,"Falaaa devs? Muito legal que você está aqui, esse vídeo é muito importante para quem tem interesse em Finanças e Programação. Ele é o primeiro de uma série nova aqui no nosso canal. Espero que você goste, deixe abaixo sua dúvida ou comentário.

Link para o GitHub com o material usado na aula:
https://github.com/fea-dev-usp/aulas_financas_quantitativas/tree/main/aulas_jupyter 

Sigam nossas redes sociais!!!
Facebook: https://www.facebook.com/fea.dev  
Instagram: https://www.instagram.com/fea.dev 
LinkedIn: https://www.linkedin.com/company/fea",PLiJqHBsOKi2cabSus1hgdSNAHeU0md6_D,4552,375,9, 00:10:59,Finanças Quantitativas, 18:04:58,Wednesday,04/11/2020
17,8FjerLRybkg,Calculando Retorno com Python,"Falaaa devs? Muito legal que você está aqui, esse vídeo é muito importante para quem tem interesse em Finanças e Programação. Nele vamos falar sobre o conceito de retorno e como você pode calculá-lo usando Python. Espero que você goste, deixe abaixo sua dúvida ou comentário.

Link para o GitHub com o material usado na aula:
https://github.com/fea-dev-usp/aulas_financas_quantitativas/tree/main/aulas_jupyter 

Sigam nossas redes sociais!!!

Facebook: https://www.facebook.com/fea.dev  
Instagram: https://www.instagram.com/fea.dev 
LinkedIn: https://www.linkedin.com/company/fea",PLiJqHBsOKi2cabSus1hgdSNAHeU0md6_D,1624,132,8, 00:14:39,Finanças Quantitativas, 18:29:47,Wednesday,04/11/2020
18,O70EUgBkWAE,Calculando Risco com Python,"Falaaa devs? Muito legal que você está aqui, esse vídeo é muito importante para quem tem interesse em Finanças e Programação. Nele vamos falar sobre o conceito de risco e como você pode calculá-lo usando Python. Espero que você goste, deixe abaixo sua dúvida ou comentário. 

Link para o GitHub com o material usado na aula:
https://github.com/fea-dev-usp/aulas_financas_quantitativas/tree/main/aulas_jupyter

Sigam nossas redes sociais!!! 

Facebook: https://www.facebook.com/fea.dev 
Instagram: https://www.instagram.com/fea.dev/ 
LinkedIn: https://www.linkedin.com/company/fea-dev/",PLiJqHBsOKi2cabSus1hgdSNAHeU0md6_D,1106,94,2, 00:08:15,Finanças Quantitativas, 12:57:13,Wednesday,11/11/2020
19,l6Vw34gKF3s,Extração de Ações com Python,"Falaaa devs? Muito legal que você está aqui, esse vídeo é muito importante para quem tem interesse em Finanças e Programação. Nele vamos falar sobre extração de dados usando Python. Espero que você goste, deixe abaixo sua dúvida ou comentário.
Link para o GitHub com o material usado na aula:
https://github.com/fea-dev-usp/aulas_financas_quantitativas/tree/main/aulas_jupyter
Nós também temos um e-mail oficial para que você possa nos mandar dúvidas:
duvidas.feadev@gmail.com 
Sigam nossas redes sociais!!! 

Facebook: https://www.facebook.com/fea.dev 
Instagram: https://www.instagram.com/fea.dev/ 
LinkedIn: https://www.linkedin.com/company/fea-dev/",PLiJqHBsOKi2cabSus1hgdSNAHeU0md6_D,1138,93,6, 00:16:35,Finanças Quantitativas, 11:00:42,Friday,27/11/2020
20,J9xWY711Y_8,Visualização de Dados com Python (1/2),"Falaaa devs? Muito legal que você está aqui, esse vídeo é muito importante para quem tem interesse em Finanças e Programação. Nele vamos falar sobre visualização de dados usando Python. Espero que você goste, deixe abaixo sua dúvida ou comentário.
Link para o GitHub com o material usado na aula:
https://github.com/fea-dev-usp/aulas_financas_quantitativas/tree/main/aulas_jupyter
Nós também temos um e-mail oficial para que você possa nos mandar dúvidas:
duvidas.feadev@gmail.com 
Sigam nossas redes sociais!!! 

Facebook: https://www.facebook.com/fea.dev 
Instagram: https://www.instagram.com/fea.dev/ 
LinkedIn: https://www.linkedin.com/company/fea-dev/",PLiJqHBsOKi2cabSus1hgdSNAHeU0md6_D,1246,75,1, 00:16:51,Finanças Quantitativas, 16:39:31,Wednesday,09/12/2020
21,wcKIXhYXGI0,Visualização de Dados com Python (2/2),"Falaaa devs? Muito legal que você está aqui, esse vídeo é muito importante para quem tem interesse em Finanças e Programação. Ele é uma continuação direta do nosso último vídeo “Visualização de Dados com Python: Parte 1”. Espero que você goste, deixe abaixo sua dúvida ou comentário.
Link para o GitHub com o material usado na aula:
https://github.com/fea-dev-usp/aulas_financas_quantitativas/tree/main/aulas_jupyter
Nós também temos um e-mail oficial para que você possa nos mandar dúvidas:
duvidas.feadev@gmail.com 
Sigam nossas redes sociais!!! 

Facebook: https://www.facebook.com/fea.dev 
Instagram: https://www.instagram.com/fea.dev/ 
LinkedIn: https://www.linkedin.com/company/fea-dev/",PLiJqHBsOKi2cabSus1hgdSNAHeU0md6_D,505,49,1, 00:24:05,Finanças Quantitativas, 17:35:33,Saturday,21/01/2021
22,_LhK6aX35IM,Calculando Drawdown com Python,"Falaaa devs, tudo certo?
Muito legal que você está com a gente novamente! Este é mais um vídeo de extrema importância para quem tem interesse em Finanças e Programação. 

Esperamos que você goste, não se esqueça de deixar abaixo sua dúvida ou comentário.

Link do arquivo em .ipynb
ttps://drive.google.com/file/d/1bsg05_hiFq0HdWeJNTExiJf7gPUvxqf9/view?usp=sharing
Notebooks da nossa playlist de Finanças Qauntitativas:
https://github.com/fea-dev-usp/aulas_...​

Sigam nossas redes sociais!!!
Facebook: https://www.facebook.com/fea.dev​  
Instagram: https://www.instagram.com/fea.dev​ 
Twitter: https://twitter.com/fea_dev
LinkedIn: https://www.linkedin.com/company/fea",PLiJqHBsOKi2cabSus1hgdSNAHeU0md6_D,842,96,12, 00:12:20,Finanças Quantitativas, 11:13:48,Thursday,29/04/2021
23,SZ3KNU47i_Q,Calculando Value At Risk (VaR) com Python,"Falaaa devs? Muito legal que você está aqui, esse vídeo é muito importante para quem tem interesse em Finanças e Programação. 

Nele vamos falar sobre o cálculo de Value At Risk usando Python!
Deixe abaixo sua dúvida ou comentário!

Link para o GitHub com o material usado na aula:
https://github.com/fea-dev-usp/aulas_financas_quantitativas

Temos um e-mail oficial para que você possa entrar em contato:
contato.feadev@gmail.com

Sigam nossas redes sociais!!! 

Facebook: https://www.facebook.com/fea.dev 
Instagram: https://www.instagram.com/fea.dev/ 
LinkedIn: https://www.linkedin.com/company/feadev",PLiJqHBsOKi2cabSus1hgdSNAHeU0md6_D,591,36,5, 00:17:30,Finanças Quantitativas, 15:13:53,Friday,11/03/2022
24,qPKQ6fFATQw,Como Gerar Arquivos de PDF pelo Excel com VBA,"No vídeo de hoje, vocês irão aprender a como gerar arquivos de PDF pelo Excel usando VBA.

Repositório com o código desse vídeo:
https://github.com/fea-dev-usp/Gerar-pdf-com-VBA

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Github: https://github.com/fea-dev-usp
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios ao universo da programação.",PLiJqHBsOKi2cwnl7b4MegqvMAVRP0zHoG,232,29,7, 00:13:28,Curso de VBA, 20:36:05,Saturday,25/07/2022
25,l3mBgu0KSDU,Como imprimir planilhas do Excel com VBA,"No vídeo de hoje, vocês irão aprender a como imprimir automaticamente suas planilhas do Excel com VBA.

Repositório com o código:
https://github.com/EDG-SR/Gerar_PDF

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Github: https://github.com/fea-dev-usp
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2cwnl7b4MegqvMAVRP0zHoG,187,23,6, 00:07:35,Curso de VBA, 23:20:39,Tuesday,28/09/2022
26,SSo_ksWPsBQ,Aula Magna | Curso de Python,"No vídeo de hoje

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2cnuiboIPL68Cr2x3CGqnXL,670,43,0, 01:40:42,Curso de Python - 2022, 13:59:15,Saturday,16/09/2022
27,DBDqQEgptBI,Curso de Python - Aula 1,"Fala, Devs! Beleza?

Fica por aqui no YouTube a primeira aula do nosso maravilhoso curso de Python de 2022.

A temática? Introdução à Lógica de Programação

Pegue sua pipoca e se prepara para adentrar o mundo do Rick and Morty com o Max e a Alice!",PLiJqHBsOKi2cnuiboIPL68Cr2x3CGqnXL,1029,80,5, 01:07:06,Curso de Python - 2022, 13:38:51,Saturday,17/09/2022
28,W5wsd8lHZyE,Curso de Python - Aula 1 | Atribuição e Estruturas de Variáveis,"No vídeo de hoje começamos com os conceitos mais básicos do python para esclarecer sobre o que são variáveis, seus tipos e como manipular, além de uma resolução parcial da primeira lista

Instagram: https://www.instagram.com/fea.dev/
Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Medium (publicação de textos): https://medium.com/fea-dev
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2cnuiboIPL68Cr2x3CGqnXL,897,50,8, 01:00:43,Curso de Python - 2022, 22:19:59,Saturday,24/09/2022
29,x3s6ecwHbxE,Curso de Python - Aula 2 | Condicionais,"No vídeo de hoje, na 2° aula do nosso curso de Python, vamos falar sobre estruturas condicionais: if, else e elif, booleanos, operadores lógicos, de identidade e de associação.

Capítulos:
-Revisão
00:00 - Início
00:20 - Print
03:38 - Operadores Aritméticos 
07:10 - Operadores de Comparação
09:50 - Booleanos
-Condicionais
13:37 - if
17:05 - else
20:04 - elif
32:20 - Operadores Lógicos (is, is not) e de Associação (in, not in)
38:14 - Operadores de Associação (in, not in)

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Github: https://github.com/fea-dev-usp
Para mais informações da FEA.dev: https://linktr.ee/fea.dev


Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2cnuiboIPL68Cr2x3CGqnXL,494,34,2, 00:40:14,Curso de Python - 2022, 19:56:12,Sunday,02/10/2022
30,DR9bg-UdAYw,Curso de Python - Aula 3 | Loops,"No vídeo de hoje, na nossa 3° aula do curso de Python, vamos falar sobre Loops: for e while.

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Github: https://github.com/fea-dev-usp
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2cnuiboIPL68Cr2x3CGqnXL,420,34,2, 00:53:51,Curso de Python - 2022, 15:32:26,Friday,07/10/2022
31,bIcagr79Bl8,Curso de Python - Aula 4 | Funções,"No vídeo de hoje, na aula 4 do curso de Python, vamos falar sobre as funções.

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Github: https://github.com/fea-dev-usp
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2cnuiboIPL68Cr2x3CGqnXL,359,31,1, 00:33:39,Curso de Python - 2022, 16:29:32,Friday,14/10/2022
32,s76nawflNbk,Curso de Python - Aula 5 | Início Análise de Dados - Numpy,"No vídeo de hoje, na 5° aula do nosso curso de Python, vamos falar sobre a biblioteca Numpy.

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Github: https://github.com/fea-dev-usp
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2cnuiboIPL68Cr2x3CGqnXL,427,28,2, 00:38:04,Curso de Python - 2022, 21:00:52,Saturday,22/10/2022
33,7x1EJIRllvM,Curso de Python - Aula 6 | Pandas (parte 1),"No vídeo de hoje, vamos começar a falar sobre a biblioteca Pandas.

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Github: https://github.com/fea-dev-usp
Medium (publicação de textos): https://medium.com/fea-dev
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2cnuiboIPL68Cr2x3CGqnXL,407,31,1, 00:23:47,Curso de Python - 2022, 17:33:38,Friday,28/10/2022
34,gqHdbYCoZPw,Curso de Python - Aula 7 | Pandas (parte 2),"No vídeo de hoje, vamos começar a falar um pouco mais sobre a biblioteca Pandas.

Vídeo citado: https://www.youtube.com/watch?v=8FjerLRybkg&t=5s

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2cnuiboIPL68Cr2x3CGqnXL,418,23,0, 01:03:04,Curso de Python - 2022, 17:58:41,Friday,04/11/2022
35,5YMaoXC4gJI,Curso de Python - Aula 8 | Visualização de dados,"No vídeo de hoje, vamos começar a falar um pouco mais sobre visualização de dados no Python.

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2cnuiboIPL68Cr2x3CGqnXL,271,22,0, 01:00:09,Curso de Python - 2022, 20:05:21,Friday,11/11/2022
36,HeNDUKkwUU4,Instalando Python e VSCode + Lendo primeiro .csv,"No vídeo de hoje vamos ensinar de forma fácil e rápido como instalar python, vscode, nosso primeiro programa e de bônus como ler um arquivo .csv

Vídeo gravado pelo orgulhoso membro Kevyn A. Marcelino: https://www.linkedin.com/in/kevyn-a-marcelino/

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2djO6U2Dne09tyFXYx5OExV,133,22,8, 00:06:52,VSCode, 00:13:00,Thursday,13/01/2023
37,g3SQm9I3ZUc,Criando Github do ZERO + Conta Pro Gratuita,"No vídeo de hoje ensinaremos como criar uma conta do github de forma fácil, além de obter as funcionalidade PRO usando o email USP,  através do GitHub Student Developer Pack

Vídeo feito pela integrante do Fea.Dev - Maria Raquel: https://www.linkedin.com/in/maria-raquel-de-carvalho-barbosa/

Links Úteis:
Site github - https://github.com/
Student Pack - https://education.github.com/pack

Facebook: https://www.facebook.com/fea.dev
Twitter: https://twitter.com/fea_dev
Instagram: https://www.instagram.com/fea.dev/
Medium (publicação de textos): https://medium.com/fea-dev
Para mais informações da FEA.dev: https://linktr.ee/fea.dev

Sobre o canal FEA dev:
A FEA.dev é uma entidade estudantil da FEA USP, e com esse canal, temos o objetivo de trazer conteúdos que  conectam o mundo dos negócios a esse universo da programação.",PLiJqHBsOKi2f4lIer2WWTCQYeRDrYuyK8,158,15,8, 00:05:59,GitHub, 10:52:50,Sunday,26/01/2023
38,iVr0MEGOOac,Um bate-papo com Evelyn Mendes: Desenvolvedora e Mulher Trans,"No dia 23/06, Evelyn Mendes, mulher transexual e profissional da área de TI desde 2002, nos trouxe discussões referentes tanto ao seu trabalho, quanto à sua experiência como parte da comunidade LGBT. Na entrevista, Evelyn conta sobre toda sua trajetória, desde seu interesse pela tecnologia que despertou sua vontade por programar, até seu aprendizado, as diferenças entre o presente e o passado na programação e sua vida no mercado de trabalho. Ademais, Evelyn discute sobre intolerância e preconceito. Hoje, dia 30/06, ao final do mês LGBT, trazemos a entrevista para lembrar que todo dia é dia de celebrar as diversidades e não apenas isso: todo dia é dia de ouvir, compartilhar e aprender com novas ideias!

Confira nossos outros canais de comunicação:
https://linktr.ee/fea.dev",PLiJqHBsOKi2dxcFmKoVkZYynUuSBud9Gz,208,16,1, 00:59:17,Lives, 10:56:36,Sunday,30/06/2021
39,Pp89moeNgBo,Apresentação Institucional 16/04/2021,"Apresentação Institucional da entidade FEA.dev, ministrada no dia 16 de abril de 2021 durante a Semana de Recepção dos Calouros da FEA.",PLiJqHBsOKi2dxcFmKoVkZYynUuSBud9Gz,234,25,1, 00:53:28,Lives, 10:59:47,Sunday,17/04/2021
40,UFwe7uSn2Mg,Live Institucional (PS 2020.2),,PLiJqHBsOKi2dxcFmKoVkZYynUuSBud9Gz,259,25,0, 01:12:02,Lives, 11:00:39,Sunday,18/07/2020
41,xL2RK0QYtHc,Machine Learning usando Python - modelo KNN (AULA PRÁTICA),"Fala devs! Nesse vídeo vamos ensiná-los a como aplicar um  modelo de machine learning chamado K-Nearest Neighbors.

Link para download do código e base de dados: https://github.com/fea-dev-usp/ai-ws01-knn
(Basta clicar no botão verde ""Clone or Download"" e baixar como arquivo .zip)

Para acompanhar melhor o vídeo recomendamos que assistam a nossa playlist de pré-requisitos: https://www.youtube.com/playlist?list=PLiJqHBsOKi2dW04KtHrGlyT8rvlC6TxMs

-------------------------------
REDES SOCIAIS
--------------------------------

Instagram: https://www.instagram.com/fea.dev/

Facebook: https://www.facebook.com/fea.dev/",PLiJqHBsOKi2dxcFmKoVkZYynUuSBud9Gz,3511,166,7, 00:41:22,Lives, 11:01:27,Sunday,22/06/2020
42,XAnEp13FlQM,As inscrições para o processo seletivo serão abertas para toda a #USP a partir de 08/03! 💛🖤 #shorts,,PLiJqHBsOKi2etkQr4Bq-BRHU6VGnOQ1TN,269,13,4, 00:00:54,Shorts, 11:03:58,Sunday,24/02/2023
43,fCbaUv302ZA,Quer #programar usando estatísticas da #nba 👉🏀? Hoje falaremos sobre a biblioteca NBAFlow! #shorts,,PLiJqHBsOKi2etkQr4Bq-BRHU6VGnOQ1TN,42,9,0, 00:01:00,Shorts, 11:04:20,Sunday,22/02/2023
